Q,E,I
3.379922482275202977e+00,1.825000000000000000e+01,4.642432141234695969e-02
3.379922482275202977e+00,1.850000000000000000e+01,4.325048309144252645e-02
3.379922482275202977e+00,1.875000000000000000e+01,4.008511406871086147e-02
3.379922482275202977e+00,1.900000000000000000e+01,3.722171525501147271e-02
3.379922482275202977e+00,1.925000000000000000e+01,3.459366613235046600e-02
3.379922482275202977e+00,1.950000000000000000e+01,3.227538459242647317e-02
3.379922482275202977e+00,1.975000000000000000e+01,3.040742618483565848e-02
3.379922482275202977e+00,2.000000000000000000e+01,2.864192268155410503e-02
3.379922482275202977e+00,2.025000000000000000e+01,2.654399758716918453e-02
3.379922482275202977e+00,2.050000000000000000e+01,2.377447520900855676e-02
3.379922482275202977e+00,2.075000000000000000e+01,1.978706876566918224e-02
3.379922482275202977e+00,2.100000000000000000e+01,1.448990852492297934e-02
3.379922482275202977e+00,2.125000000000000000e+01,9.587730941048068500e-03
3.379922482275202977e+00,2.150000000000000000e+01,6.557120390209654134e-03
3.379922482275202977e+00,2.175000000000000000e+01,4.831388497543458518e-03
3.379922482275202977e+00,2.200000000000000000e+01,3.773986007329148146e-03
3.379922482275202977e+00,2.225000000000000000e+01,3.070858696202721869e-03
3.379922482275202977e+00,2.250000000000000000e+01,2.572339084400463056e-03
3.379922482275202977e+00,2.275000000000000000e+01,2.201438623888904086e-03
3.379922482275202977e+00,2.300000000000000000e+01,1.915193193438204620e-03
3.409768106678887190e+00,-3.000000000000000000e+00,1.284688180596394965e-04
3.409768106678887190e+00,-2.750000000000000000e+00,1.319730404712912946e-04
3.409768106678887190e+00,-2.000000000000000000e+00,1.434066667568161023e-04
3.409768106678887190e+00,-1.750000000000000000e+00,1.475555538362873572e-04
3.409768106678887190e+00,-1.500000000000000000e+00,1.518904042068512964e-04
3.409768106678887190e+00,-5.000000000000000000e-01,1.713334189271701290e-04
3.409768106678887190e+00,-2.500000000000000000e-01,1.767900978184196712e-04
3.409768106678887190e+00,0.000000000000000000e+00,1.825173722510307146e-04
3.409768106678887190e+00,7.500000000000000000e-01,2.015170520126679783e-04
3.409768106678887190e+00,1.000000000000000000e+00,2.085300361701074203e-04
3.409768106678887190e+00,1.250000000000000000e+00,2.159250588196721726e-04
3.409768106678887190e+00,1.500000000000000000e+00,2.237310935920619871e-04
3.409768106678887190e+00,2.250000000000000000e+00,2.499502126844341688e-04
3.409768106678887190e+00,2.500000000000000000e+00,2.597530552797766242e-04
3.409768106678887190e+00,2.750000000000000000e+00,2.701627721655455402e-04
3.409768106678887190e+00,3.500000000000000000e+00,3.055916397847376889e-04
3.409768106678887190e+00,3.750000000000000000e+00,3.190211209919729582e-04
3.409768106678887190e+00,4.000000000000000000e+00,3.333910250981334715e-04
3.409768106678887190e+00,4.750000000000000000e+00,3.831400326115274864e-04
3.409768106678887190e+00,5.000000000000000000e+00,4.023385384499629709e-04
3.409768106678887190e+00,5.250000000000000000e+00,4.230898934530958233e-04
3.409768106678887190e+00,5.500000000000000000e+00,4.455743543275980374e-04
3.409768106678887190e+00,6.000000000000000000e+00,4.966098429169235043e-04
3.409768106678887190e+00,6.250000000000000000e+00,5.256859521536800302e-04
3.409768106678887190e+00,6.500000000000000000e+00,5.575612919136834758e-04
3.409768106678887190e+00,6.750000000000000000e+00,5.926295939490856682e-04
3.409768106678887190e+00,7.250000000000000000e+00,6.743172709584723630e-04
3.409768106678887190e+00,7.500000000000000000e+00,7.221843756762762840e-04
3.409768106678887190e+00,7.750000000000000000e+00,7.757983513703550814e-04
3.409768106678887190e+00,8.000000000000000000e+00,8.361944083241240350e-04
3.409768106678887190e+00,8.500000000000000000e+00,9.828659112828732475e-04
3.409768106678887190e+00,8.750000000000000000e+00,1.072905537953698597e-03
3.409768106678887190e+00,9.000000000000000000e+00,1.177566407321603429e-03
3.409768106678887190e+00,9.250000000000000000e+00,1.300565783091707419e-03
3.409768106678887190e+00,9.750000000000000000e+00,1.624009508110093539e-03
3.409768106678887190e+00,1.000000000000000000e+01,1.842021040233179311e-03
3.409768106678887190e+00,1.025000000000000000e+01,2.116747667223530319e-03
3.409768106678887190e+00,1.100000000000000000e+01,3.630822955123051959e-03
3.409768106678887190e+00,1.125000000000000000e+01,4.653824897900130965e-03
3.409768106678887190e+00,1.150000000000000000e+01,6.330471252436468271e-03
3.409768106678887190e+00,1.200000000000000000e+01,1.406289097214513152e-02
3.409768106678887190e+00,1.225000000000000000e+01,1.901934236843050297e-02
3.409768106678887190e+00,1.250000000000000000e+01,2.246587252685580682e-02
3.409768106678887190e+00,1.300000000000000000e+01,2.704135657872980963e-02
3.409768106678887190e+00,1.325000000000000000e+01,2.893929657833671162e-02
3.409768106678887190e+00,1.350000000000000000e+01,3.079781090948613062e-02
3.409768106678887190e+00,1.400000000000000000e+01,3.502715875191615702e-02
3.409768106678887190e+00,1.425000000000000000e+01,3.758131397526369433e-02
3.409768106678887190e+00,1.450000000000000000e+01,4.038585509573498072e-02
3.409768106678887190e+00,1.500000000000000000e+01,4.528364596909622425e-02
3.409768106678887190e+00,1.525000000000000000e+01,4.470684702967527707e-02
3.409768106678887190e+00,1.550000000000000000e+01,4.305139678416828458e-02
3.409768106678887190e+00,1.600000000000000000e+01,4.083722211341934277e-02
3.409768106678887190e+00,1.625000000000000000e+01,4.052917959666892805e-02
3.409768106678887190e+00,1.650000000000000000e+01,4.069358331781370436e-02
3.409768106678887190e+00,1.675000000000000000e+01,4.125168934686349043e-02
3.409768106678887190e+00,1.700000000000000000e+01,4.215527991815023329e-02
3.409768106678887190e+00,1.725000000000000000e+01,4.332368699177848587e-02
3.409768106678887190e+00,1.750000000000000000e+01,4.481689589517730971e-02
3.409768106678887190e+00,1.775000000000000000e+01,4.654694316236341473e-02
3.409768106678887190e+00,1.800000000000000000e+01,4.730439899714820873e-02
3.409768106678887190e+00,1.825000000000000000e+01,4.566478491639294757e-02
3.409768106678887190e+00,1.850000000000000000e+01,4.288854340016124561e-02
3.409768106678887190e+00,1.875000000000000000e+01,4.009394664025993371e-02
3.409768106678887190e+00,1.900000000000000000e+01,3.749639044311153802e-02
3.409768106678887190e+00,1.925000000000000000e+01,3.524573354739979347e-02
3.409768106678887190e+00,1.950000000000000000e+01,3.322320399344765030e-02
3.409768106678887190e+00,1.975000000000000000e+01,3.107909509799502631e-02
3.409768106678887190e+00,2.000000000000000000e+01,2.877084756800791718e-02
3.409768106678887190e+00,2.025000000000000000e+01,2.646309782513071168e-02
3.409768106678887190e+00,2.050000000000000000e+01,2.390045635543816896e-02
3.409768106678887190e+00,2.075000000000000000e+01,2.024769907009064604e-02
3.409768106678887190e+00,2.100000000000000000e+01,1.489449600795545933e-02
3.409768106678887190e+00,2.125000000000000000e+01,9.799927369538861260e-03
3.409768106678887190e+00,2.150000000000000000e+01,6.668937088835322560e-03
3.409768106678887190e+00,2.175000000000000000e+01,4.894814524474985079e-03
3.409768106678887190e+00,2.200000000000000000e+01,3.811962001407985610e-03
3.409768106678887190e+00,2.225000000000000000e+01,3.094300426034690080e-03
3.409768106678887190e+00,2.250000000000000000e+01,2.586918893987363421e-03
3.409768106678887190e+00,2.275000000000000000e+01,2.210337739638807818e-03
3.409768106678887190e+00,2.300000000000000000e+01,1.920310649071377751e-03
3.440382885719956096e+00,-2.750000000000000000e+00,1.295056621274029017e-04
3.440382885719956096e+00,-2.500000000000000000e+00,1.330831788784286841e-04
3.440382885719956096e+00,-2.250000000000000000e+00,1.368135273050460963e-04
3.440382885719956096e+00,-1.500000000000000000e+00,1.490148164835614726e-04
3.440382885719956096e+00,-1.250000000000000000e+00,1.534534090616909967e-04
3.440382885719956096e+00,-1.000000000000000000e+00,1.580972050876164867e-04
3.440382885719956096e+00,-7.500000000000000000e-01,1.629592995571415529e-04
3.440382885719956096e+00,0.000000000000000000e+00,1.790032265671454232e-04
3.440382885719956096e+00,2.500000000000000000e-01,1.848928450985096227e-04
3.440382885719956096e+00,5.000000000000000000e-01,1.910848986355197861e-04
3.440382885719956096e+00,1.250000000000000000e+00,2.117014616217262888e-04
3.440382885719956096e+00,1.500000000000000000e+00,2.193400041235825219e-04
3.440382885719956096e+00,1.750000000000000000e+00,2.274112428465365897e-04
3.440382885719956096e+00,2.000000000000000000e+00,2.359494018662595081e-04
3.440382885719956096e+00,2.750000000000000000e+00,2.647636274960266014e-04
3.440382885719956096e+00,3.000000000000000000e+00,2.755899362615261733e-04
3.440382885719956096e+00,3.250000000000000000e+00,2.871178306755693276e-04
3.440382885719956096e+00,4.000000000000000000e+00,3.265916895767557136e-04
3.440382885719956096e+00,4.250000000000000000e+00,3.416501932906587441e-04
3.440382885719956096e+00,4.500000000000000000e+00,3.578209835259788798e-04
3.440382885719956096e+00,5.250000000000000000e+00,4.142625737295603733e-04
3.440382885719956096e+00,5.500000000000000000e+00,4.362326280136919333e-04
3.440382885719956096e+00,5.750000000000000000e+00,4.600974463601578430e-04
3.440382885719956096e+00,6.500000000000000000e+00,5.456304460637099139e-04
3.440382885719956096e+00,6.750000000000000000e+00,5.798805948360590554e-04
3.440382885719956096e+00,7.000000000000000000e+00,6.177045262281757876e-04
3.440382885719956096e+00,7.750000000000000000e+00,7.587406219500085740e-04
3.440382885719956096e+00,8.000000000000000000e+00,8.177081186250880493e-04
3.440382885719956096e+00,8.250000000000000000e+00,8.845608026447065054e-04
3.440382885719956096e+00,9.000000000000000000e+00,1.151002133106090097e-03
3.440382885719956096e+00,9.250000000000000000e+00,1.271106697598888956e-03
3.440382885719956096e+00,9.500000000000000000e+00,1.414108184439320012e-03
3.440382885719956096e+00,1.000000000000000000e+01,1.800033997341297584e-03
3.440382885719956096e+00,1.025000000000000000e+01,2.068568027227075858e-03
3.440382885719956096e+00,1.050000000000000000e+01,2.417042287514709412e-03
3.440382885719956096e+00,1.075000000000000000e+01,2.886439231908427983e-03
3.440382885719956096e+00,1.125000000000000000e+01,4.553351930128037711e-03
3.440382885719956096e+00,1.150000000000000000e+01,6.198759753052491758e-03
3.440382885719956096e+00,1.175000000000000000e+01,9.105953505662326211e-03
3.440382885719956096e+00,1.225000000000000000e+01,1.868537834997741412e-02
3.440382885719956096e+00,1.250000000000000000e+01,2.201340255000541410e-02
3.440382885719956096e+00,1.275000000000000000e+01,2.438753724991165120e-02
3.440382885719956096e+00,1.325000000000000000e+01,2.798546385203005971e-02
3.440382885719956096e+00,1.350000000000000000e+01,2.967181289314008152e-02
3.440382885719956096e+00,1.375000000000000000e+01,3.149892435826744108e-02
3.440382885719956096e+00,1.425000000000000000e+01,3.607192786431731579e-02
3.440382885719956096e+00,1.450000000000000000e+01,3.898955181199975639e-02
3.440382885719956096e+00,1.475000000000000000e+01,4.208971035383361758e-02
3.440382885719956096e+00,1.525000000000000000e+01,4.377573973944436092e-02
3.440382885719956096e+00,1.550000000000000000e+01,4.218361097382584968e-02
3.440382885719956096e+00,1.575000000000000000e+01,4.085663798716250572e-02
3.440382885719956096e+00,1.600000000000000000e+01,4.001884230255131625e-02
3.440382885719956096e+00,1.625000000000000000e+01,3.960520014773970254e-02
3.440382885719956096e+00,1.650000000000000000e+01,3.958984635989995504e-02
3.440382885719956096e+00,1.700000000000000000e+01,4.080512546779215682e-02
3.440382885719956096e+00,1.725000000000000000e+01,4.211286059344233196e-02
3.440382885719956096e+00,1.750000000000000000e+01,4.385738801924539410e-02
3.440382885719956096e+00,1.775000000000000000e+01,4.564977950033012599e-02
3.440382885719956096e+00,1.800000000000000000e+01,4.636978036414516474e-02
3.440382885719956096e+00,1.825000000000000000e+01,4.486001677447858105e-02
3.440382885719956096e+00,1.850000000000000000e+01,4.238173054525702643e-02
3.440382885719956096e+00,1.875000000000000000e+01,4.003149415183127752e-02
3.440382885719956096e+00,1.900000000000000000e+01,3.791387682546375204e-02
3.440382885719956096e+00,1.925000000000000000e+01,3.585060913083040757e-02
3.440382885719956096e+00,1.950000000000000000e+01,3.373996244909134579e-02
3.440382885719956096e+00,1.975000000000000000e+01,3.161567036128276609e-02
3.440382885719956096e+00,2.000000000000000000e+01,2.944453453300219584e-02
3.440382885719956096e+00,2.025000000000000000e+01,2.717458874987334697e-02
3.440382885719956096e+00,2.050000000000000000e+01,2.456135279909198513e-02
3.440382885719956096e+00,2.075000000000000000e+01,2.088357535625189401e-02
3.440382885719956096e+00,2.100000000000000000e+01,1.547236349451366726e-02
3.440382885719956096e+00,2.125000000000000000e+01,1.016145136369263173e-02
3.440382885719956096e+00,2.150000000000000000e+01,6.872097123936164904e-03
3.440382885719956096e+00,2.175000000000000000e+01,5.015602533215367774e-03
3.440382885719956096e+00,2.200000000000000000e+01,3.888755500177862919e-03
3.440382885719956096e+00,2.225000000000000000e+01,3.145650478552040712e-03
3.440382885719956096e+00,2.250000000000000000e+01,2.622484755010410108e-03
3.440382885719956096e+00,2.275000000000000000e+01,2.235561030879212006e-03
3.440382885719956096e+00,2.300000000000000000e+01,1.938465634725439419e-03
3.469705838787966901e+00,-3.000000000000000000e+00,1.239707080038875804e-04
3.469705838787966901e+00,-2.250000000000000000e+00,1.345139647080695095e-04
3.469705838787966901e+00,-2.000000000000000000e+00,1.383340453320045286e-04
3.469705838787966901e+00,-1.750000000000000000e+00,1.423221706908569671e-04
3.469705838787966901e+00,-7.500000000000000000e-01,1.601712085639710203e-04
3.469705838787966901e+00,-5.000000000000000000e-01,1.651694594528090813e-04
3.469705838787966901e+00,-2.500000000000000000e-01,1.704104992122654823e-04
3.469705838787966901e+00,5.000000000000000000e-01,1.877608964345361172e-04
3.469705838787966901e+00,7.500000000000000000e-01,1.941514019509770785e-04
3.469705838787966901e+00,1.000000000000000000e+00,2.008822339844415961e-04
3.469705838787966901e+00,1.750000000000000000e+00,2.233813967379056926e-04
3.469705838787966901e+00,2.000000000000000000e+00,2.317516603141636016e-04
3.469705838787966901e+00,2.250000000000000000e+00,2.406159240636048088e-04
3.469705838787966901e+00,2.500000000000000000e+00,2.500150299057564982e-04
3.469705838787966901e+00,3.250000000000000000e+00,2.819000654312193294e-04
3.469705838787966901e+00,3.500000000000000000e+00,2.939453581525058542e-04
3.469705838787966901e+00,3.750000000000000000e+00,3.068099833732843961e-04
3.469705838787966901e+00,4.500000000000000000e+00,3.511609054972286226e-04
3.469705838787966901e+00,4.750000000000000000e+00,3.682011830444838337e-04
3.469705838787966901e+00,5.000000000000000000e+00,3.865741831017701171e-04
3.469705838787966901e+00,5.750000000000000000e+00,4.512998548546462213e-04
3.469705838787966901e+00,6.000000000000000000e+00,4.767447952162783800e-04
3.469705838787966901e+00,6.250000000000000000e+00,5.045428525294181222e-04
3.469705838787966901e+00,7.000000000000000000e+00,6.055326666678144745e-04
3.469705838787966901e+00,7.250000000000000000e+00,6.465714269170046505e-04
3.469705838787966901e+00,7.500000000000000000e+00,6.922938460298689580e-04
3.469705838787966901e+00,8.250000000000000000e+00,8.665578183174489635e-04
3.469705838787966901e+00,8.500000000000000000e+00,9.412222792915086707e-04
3.469705838787966901e+00,8.750000000000000000e+00,1.027193948931977513e-03
3.469705838787966901e+00,9.250000000000000000e+00,1.244597162219845694e-03
3.469705838787966901e+00,9.500000000000000000e+00,1.384468570718448872e-03
3.469705838787966901e+00,9.750000000000000000e+00,1.553619548340912614e-03
3.469705838787966901e+00,1.050000000000000000e+01,2.366135317842290361e-03
3.469705838787966901e+00,1.075000000000000000e+01,2.826078820149373425e-03
3.469705838787966901e+00,1.100000000000000000e+01,3.477327596718898794e-03
3.469705838787966901e+00,1.150000000000000000e+01,6.079200487877555077e-03
3.469705838787966901e+00,1.175000000000000000e+01,8.938621753264108100e-03
3.469705838787966901e+00,1.200000000000000000e+01,1.356272063144136827e-02
3.469705838787966901e+00,1.250000000000000000e+01,2.163507770571343122e-02
3.469705838787966901e+00,1.275000000000000000e+01,2.382242850693054581e-02
3.469705838787966901e+00,1.300000000000000000e+01,2.552108975485533129e-02
3.469705838787966901e+00,1.350000000000000000e+01,2.866728255397495151e-02
3.469705838787966901e+00,1.375000000000000000e+01,3.040178015383313004e-02
3.469705838787966901e+00,1.400000000000000000e+01,3.240340459975291076e-02
3.469705838787966901e+00,1.450000000000000000e+01,3.775103691949972112e-02
3.469705838787966901e+00,1.475000000000000000e+01,4.109584729556856053e-02
3.469705838787966901e+00,1.500000000000000000e+01,4.341769446480909372e-02
3.469705838787966901e+00,1.525000000000000000e+01,4.306535933058430049e-02
3.469705838787966901e+00,1.550000000000000000e+01,4.150061905389546696e-02
3.469705838787966901e+00,1.575000000000000000e+01,4.011140440304901411e-02
3.469705838787966901e+00,1.625000000000000000e+01,3.868969646629900894e-02
3.469705838787966901e+00,1.650000000000000000e+01,3.860693321665187305e-02
3.469705838787966901e+00,1.675000000000000000e+01,3.892090037908337019e-02
3.469705838787966901e+00,1.700000000000000000e+01,3.965554075158541497e-02
3.469705838787966901e+00,1.725000000000000000e+01,4.086840117516888499e-02
3.469705838787966901e+00,1.750000000000000000e+01,4.260809988821739891e-02
3.469705838787966901e+00,1.775000000000000000e+01,4.463304614860463121e-02
3.469705838787966901e+00,1.800000000000000000e+01,4.561061326187756948e-02
3.469705838787966901e+00,1.825000000000000000e+01,4.425931243743528448e-02
3.469705838787966901e+00,1.850000000000000000e+01,4.194837557207478640e-02
3.469705838787966901e+00,1.875000000000000000e+01,3.980868902408924576e-02
3.469705838787966901e+00,1.900000000000000000e+01,3.795830369795913373e-02
3.469705838787966901e+00,1.925000000000000000e+01,3.614880696316934844e-02
3.469705838787966901e+00,1.950000000000000000e+01,3.416969944670020937e-02
3.469705838787966901e+00,1.975000000000000000e+01,3.214021679204610155e-02
3.469705838787966901e+00,2.000000000000000000e+01,3.012245397009076855e-02
3.469705838787966901e+00,2.025000000000000000e+01,2.799187860101802830e-02
3.469705838787966901e+00,2.050000000000000000e+01,2.550383531117684024e-02
3.469705838787966901e+00,2.075000000000000000e+01,2.189773760480502596e-02
3.469705838787966901e+00,2.100000000000000000e+01,1.625911539641202927e-02
3.469705838787966901e+00,2.125000000000000000e+01,1.063005016062712992e-02
3.469705838787966901e+00,2.150000000000000000e+01,7.137585796397650194e-03
3.469705838787966901e+00,2.175000000000000000e+01,5.175980071727350786e-03
3.469705838787966901e+00,2.200000000000000000e+01,3.992479270683776775e-03
3.469705838787966901e+00,2.225000000000000000e+01,3.216336169299940147e-03
3.469705838787966901e+00,2.250000000000000000e+01,2.672542147109858122e-03
3.469705838787966901e+00,2.275000000000000000e+01,2.272027336739884055e-03
3.469705838787966901e+00,2.300000000000000000e+01,1.965593190115227235e-03
3.499546469353099987e+00,-3.000000000000000000e+00,1.220193775965160512e-04
3.499546469353099987e+00,-2.750000000000000000e+00,1.253305134605996077e-04
3.499546469353099987e+00,-2.500000000000000000e+00,1.287805742859644289e-04
3.499546469353099987e+00,-1.750000000000000000e+00,1.400474887737084332e-04
3.499546469353099987e+00,-1.500000000000000000e+00,1.441396380336727398e-04
3.499546469353099987e+00,-1.250000000000000000e+00,1.484173270573683557e-04
3.499546469353099987e+00,-1.000000000000000000e+00,1.528921649512434051e-04
3.499546469353099987e+00,-2.500000000000000000e-01,1.676303400937304055e-04
3.499546469353099987e+00,0.000000000000000000e+00,1.730301509130154167e-04
3.499546469353099987e+00,2.500000000000000000e-01,1.787013273378946327e-04
3.499546469353099987e+00,1.000000000000000000e+00,1.975410487599578750e-04
3.499546469353099987e+00,1.250000000000000000e+00,2.045050728358921649e-04
3.499546469353099987e+00,1.500000000000000000e+00,2.118543200834770114e-04
3.499546469353099987e+00,2.500000000000000000e+00,2.457457017910594146e-04
3.499546469353099987e+00,2.750000000000000000e+00,2.555332838976583738e-04
3.499546469353099987e+00,3.000000000000000000e+00,2.659381365164462737e-04
3.499546469353099987e+00,3.750000000000000000e+00,3.014376576235212250e-04
3.499546469353099987e+00,4.000000000000000000e+00,3.149290550624485579e-04
3.499546469353099987e+00,4.250000000000000000e+00,3.293865609125218676e-04
3.499546469353099987e+00,5.000000000000000000e+00,3.796092149203253961e-04
3.499546469353099987e+00,5.250000000000000000e+00,3.990612396387774427e-04
3.499546469353099987e+00,5.500000000000000000e+00,4.201309995249498993e-04
3.499546469353099987e+00,6.250000000000000000e+00,4.951515965758653036e-04
3.499546469353099987e+00,6.500000000000000000e+00,5.249824875907642147e-04
3.499546469353099987e+00,6.750000000000000000e+00,5.577911267490656428e-04
3.499546469353099987e+00,7.250000000000000000e+00,6.341795744121331074e-04
3.499546469353099987e+00,7.500000000000000000e+00,6.789225437569133999e-04
3.499546469353099987e+00,7.750000000000000000e+00,7.290242996209642069e-04
3.499546469353099987e+00,8.000000000000000000e+00,7.854508330196032038e-04
3.499546469353099987e+00,8.500000000000000000e+00,9.224454609522903708e-04
3.499546469353099987e+00,8.750000000000000000e+00,1.006532198411856475e-03
3.499546469353099987e+00,9.000000000000000000e+00,1.104273658166145516e-03
3.499546469353099987e+00,9.500000000000000000e+00,1.355947948272953575e-03
3.499546469353099987e+00,9.750000000000000000e+00,1.521388020898323040e-03
3.499546469353099987e+00,1.000000000000000000e+01,1.725273355019124816e-03
3.499546469353099987e+00,1.025000000000000000e+01,1.982438844730032446e-03
3.499546469353099987e+00,1.075000000000000000e+01,2.766826679273482088e-03
3.499546469353099987e+00,1.100000000000000000e+01,3.405029170254507062e-03
3.499546469353099987e+00,1.125000000000000000e+01,4.370796570343222012e-03
3.499546469353099987e+00,1.175000000000000000e+01,8.768518679734684657e-03
3.499546469353099987e+00,1.200000000000000000e+01,1.329676557964022329e-02
3.499546469353099987e+00,1.225000000000000000e+01,1.799557094142719901e-02
3.499546469353099987e+00,1.275000000000000000e+01,2.324580590754042608e-02
3.499546469353099987e+00,1.300000000000000000e+01,2.477498526148554092e-02
3.499546469353099987e+00,1.325000000000000000e+01,2.620047224862874502e-02
3.499546469353099987e+00,1.375000000000000000e+01,2.937561737819267133e-02
3.499546469353099987e+00,1.400000000000000000e+01,3.132190997512658559e-02
3.499546469353099987e+00,1.425000000000000000e+01,3.369952479059429296e-02
3.499546469353099987e+00,1.450000000000000000e+01,3.672515226372131958e-02
3.499546469353099987e+00,1.475000000000000000e+01,4.024639697092485119e-02
3.499546469353099987e+00,1.500000000000000000e+01,4.265331563258496772e-02
3.499546469353099987e+00,1.550000000000000000e+01,4.068731207150742130e-02
3.499546469353099987e+00,1.575000000000000000e+01,3.930713622456214612e-02
3.499546469353099987e+00,1.600000000000000000e+01,3.838566840168526617e-02
3.499546469353099987e+00,1.625000000000000000e+01,3.789517292657851311e-02
3.499546469353099987e+00,1.650000000000000000e+01,3.779356511315335593e-02
3.499546469353099987e+00,1.675000000000000000e+01,3.806914284197464998e-02
3.499546469353099987e+00,1.700000000000000000e+01,3.874588507526259551e-02
3.499546469353099987e+00,1.725000000000000000e+01,3.988364659176260596e-02
3.499546469353099987e+00,1.750000000000000000e+01,4.155105131762945603e-02
3.499546469353099987e+00,1.775000000000000000e+01,4.360436185149046268e-02
3.499546469353099987e+00,1.800000000000000000e+01,4.486088791483745786e-02
3.499546469353099987e+00,1.825000000000000000e+01,4.379890920475666000e-02
3.499546469353099987e+00,1.850000000000000000e+01,4.165448256873260230e-02
3.499546469353099987e+00,1.875000000000000000e+01,3.962262603167562847e-02
3.499546469353099987e+00,1.900000000000000000e+01,3.777420046138666582e-02
3.499546469353099987e+00,1.925000000000000000e+01,3.599255273719170756e-02
3.499546469353099987e+00,1.950000000000000000e+01,3.430293809789744519e-02
3.499546469353099987e+00,1.975000000000000000e+01,3.263109406141113250e-02
3.499546469353099987e+00,2.000000000000000000e+01,3.093139223244392028e-02
3.499546469353099987e+00,2.025000000000000000e+01,2.910101187715265214e-02
3.499546469353099987e+00,2.050000000000000000e+01,2.665685033669099382e-02
3.499546469353099987e+00,2.075000000000000000e+01,2.286599082841767397e-02
3.499546469353099987e+00,2.100000000000000000e+01,1.702823805440133870e-02
3.499546469353099987e+00,2.125000000000000000e+01,1.110926277705915136e-02
3.499546469353099987e+00,2.150000000000000000e+01,7.411911888446953353e-03
3.499546469353099987e+00,2.175000000000000000e+01,5.342438479803594126e-03
3.499546469353099987e+00,2.200000000000000000e+01,4.100668928734111339e-03
3.499546469353099987e+00,2.225000000000000000e+01,3.290503958559004918e-03
3.499546469353099987e+00,2.250000000000000000e+01,2.725428261091342348e-03
3.499546469353099987e+00,2.275000000000000000e+01,2.310859120645641224e-03
3.499546469353099987e+00,2.300000000000000000e+01,1.994742247519730276e-03
3.530290033705088870e+00,-2.500000000000000000e+00,1.268502146999067994e-04
3.530290033705088870e+00,-2.250000000000000000e+00,1.303867166407904332e-04
3.530290033705088870e+00,-2.000000000000000000e+00,1.340758970571713764e-04
3.530290033705088870e+00,-1.000000000000000000e+00,1.505518142107648255e-04
3.530290033705088870e+00,-7.500000000000000000e-01,1.551555309288283279e-04
3.530290033705088870e+00,-5.000000000000000000e-01,1.599782928682142911e-04
3.530290033705088870e+00,2.500000000000000000e-01,1.759113713702487925e-04
3.530290033705088870e+00,5.000000000000000000e-01,1.817675382295703924e-04
3.530290033705088870e+00,7.500000000000000000e-01,1.879285856010001667e-04
3.530290033705088870e+00,1.500000000000000000e+00,2.084724574343210454e-04
3.530290033705088870e+00,1.750000000000000000e+00,2.160959187048503913e-04
3.530290033705088870e+00,2.000000000000000000e+00,2.241581438764096105e-04
3.530290033705088870e+00,2.250000000000000000e+00,2.326944840474270103e-04
3.530290033705088870e+00,2.750000000000000000e+00,2.513500989692528885e-04
3.530290033705088870e+00,3.000000000000000000e+00,2.615608343579681151e-04
3.530290033705088870e+00,3.250000000000000000e+00,2.724298594559232899e-04
3.530290033705088870e+00,3.500000000000000000e+00,2.840170792056627143e-04
3.530290033705088870e+00,4.250000000000000000e+00,3.238019253034553021e-04
3.530290033705088870e+00,4.500000000000000000e+00,3.390229826952757060e-04
3.530290033705088870e+00,4.750000000000000000e+00,3.553953276253784275e-04
3.530290033705088870e+00,5.250000000000000000e+00,3.921103297643601716e-04
3.530290033705088870e+00,5.500000000000000000e+00,4.127597361000939747e-04
3.530290033705088870e+00,5.750000000000000000e+00,4.351814285976241675e-04
3.530290033705088870e+00,6.000000000000000000e+00,4.595957625565563450e-04
3.530290033705088870e+00,6.500000000000000000e+00,5.154775255248679510e-04
3.530290033705088870e+00,6.750000000000000000e+00,5.476059718007181840e-04
3.530290033705088870e+00,7.000000000000000000e+00,5.830727397053077658e-04
3.530290033705088870e+00,7.750000000000000000e+00,7.152129483791906184e-04
3.530290033705088870e+00,8.000000000000000000e+00,7.704215912164276772e-04
3.530290033705088870e+00,8.250000000000000000e+00,8.329915612399433483e-04
3.530290033705088870e+00,8.750000000000000000e+00,9.866531623985315674e-04
3.530290033705088870e+00,9.000000000000000000e+00,1.082220873945710996e-03
3.530290033705088870e+00,9.250000000000000000e+00,1.194529756825733107e-03
3.530290033705088870e+00,1.000000000000000000e+01,1.689218870278653755e-03
3.530290033705088870e+00,1.025000000000000000e+01,1.940564034301582065e-03
3.530290033705088870e+00,1.050000000000000000e+01,2.267022879780291635e-03
3.530290033705088870e+00,1.100000000000000000e+01,3.331497284894637066e-03
3.530290033705088870e+00,1.125000000000000000e+01,4.276482478378226641e-03
3.530290033705088870e+00,1.150000000000000000e+01,5.831862644716465267e-03
3.530290033705088870e+00,1.200000000000000000e+01,1.302823154183884932e-02
3.530290033705088870e+00,1.225000000000000000e+01,1.759420553059775141e-02
3.530290033705088870e+00,1.250000000000000000e+01,2.067761376931666686e-02
3.530290033705088870e+00,1.300000000000000000e+01,2.409892622708955170e-02
3.530290033705088870e+00,1.325000000000000000e+01,2.541546373852312038e-02
3.530290033705088870e+00,1.350000000000000000e+01,2.681946422362699312e-02
3.530290033705088870e+00,1.400000000000000000e+01,3.041561548287228384e-02
3.530290033705088870e+00,1.425000000000000000e+01,3.292886910760652042e-02
